round,heights,series,VL,dipt,morph,г|ҥ,н|ҥ,нь|й,assim,CL,г|к,ч|с,һ|ч,б|м,к|х,һ|с,г|ҕ,final,Com,Total,SIM,ҺАКАЛЫЫ,САХАЛЫЫ,НЬУУЧЧАЛЫЫ,GROUP,POS,,ҺАКАЛЫЫ_ex,САХАЛЫЫ_ex,НЬУУЧЧАЛЫЫ_ex,Agent
,,,,,1,,,,,,,,,,,,,,,,0,таһаара,таһырдьа,снаружи,495,adv,наречие,таһаара таксыма,таһырдьа тахсыма,не выходи на улицу,
,,,,,,,,,,,,,,,,,,,,,100,баабыска <sup>рус</sup>,баабыска <sup>рус</sup>,"повитуха, повивальная бабка",496,n,,баабыскага биир дьактары ыгырааччылар,баабыскаҕа биир дьахтары ыҥырааччылар,в повитухи всегда одну женщину звали,
,,,,,,,,,,,,,,,,,,,,,0,һостурга <sup>рус</sup>,,заструга,497,n,природа,отунан онно һостурганнан эрэ һуолгун кыӈыыр көрдүккүн,,ты можешь разглядеть дорогу только по траве и застругам,
,,,,,,,,,,,,,,,,,,,,,100,кынат,кынат,крыло,498,n,животные,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һүт,сүт,"теряться, пропадать, исчезать",499,v,,,,,
,,,,,,,,,,,,,,,,,,,,,0,һокуй,,совик (верхняя глухая одежда с капюшоном),500,n,одежда,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һон <sup>эвенк</sup>,сон <sup>эвенк</sup>,верхняя одежда,500,n,одежда,эргэрбит һон,эргэрбит сон,изношенная верхняя одежда,
,,,,,,,,,,,,,,,,,,,,,0,һойутар,,заварочный чайник,501,n,посуда,,,,
,,,,,,,,,,,,,,,,1,,,14,15,93,һойут,cойут,"остужать, охлаждать",501,v,,чаайы һойутта,чэйи сойутта,он остудил чай,
,,,,,,,,,,,,,,,,1,,,8,9,89,һой,cой,остывать,501,v,,чаай һойдо,чэй сойдо,чай остыл,
,,,,,,,,,,,,,,,,1,,,11,12,92,һойуу,cойуу,"остывший, прохладный",501,adj,,түүн иһэргэ һойуу чаайда кааллар,түүн иһэргэ сойуу чэйда хааллар,"оставь остывший чай, чтобы пить ночью",
,,,1,,,,,,,,,,,,,,,,11,12,92,тумуо,тумуу,насморк,502,n,организм,"оһон эрэбин, тумуом эрэ каалбыт","үтүөрэн эрэбин, тумуум эрэ хаалбыт","я почти выздоровел, остался только насморк",
,,,,,1,,,,,,,,,,,,,,,,75,тумуолан,тумуулаа,страдать насморком,502,v,организм,тумуоланным,тумуулаатым,у меня насморк ,
,,,,,,,,,,,,,,,,,,,,,0,,тэһиин,поводья,503,n,"оленеводство, коневодство",,,,
,,,,,,,,,,,,,,,,,,,,,0,,көнтөс,поводья,503,n,"оленеводство, коневодство",,,,
,,,,,,,,,,,,,,,,,,,,,0,ньуӈуу <sup>эвенк</sup>,,поводья,503,n,оленеводство,ньуӈууну тутан ылла ,,он взялся за поводья,
,,,,,,,,,,,,,,,,,,,,,100,муоста,муоста,пол,504,n,дом,,,,
,,,,,1,,,,,,,,,,,,,,,,0,уп,ук,"ручка, рукоятка, черенок",473,n,,һүгэ уба,сүгэ уга,топорище,
,1,,,,,,,,,,,,,,,,,,17,18,94,ытырча,ытарча,"сковородник, ухват",473,n,посуда,итии кобордоогу ытарчаннан тутта,итии хобордооҕу ытарчанан тутта,он ухватил горячую сковороду сковородником,
,,,,,,,,,,,,,,,,,,,,,100,кыым,кыым,искра,505,n,природа,кып-кыһыл кыымнар көтөллөр,кып-кыһыл кыымнар көтөллөр,ярко-красные искры летят,
,,,,,,,,,,,,,,,,,,,,,100,"бэлэм <sup>Тунг, Монг</sup>","бэлэм <sup>Тунг, Монг</sup>",готовый,506,adj,,бэлэмӈэ кэлбитэ,бэлэмҥэ кэлбитэ,он приехал на всё готовое,
,,,,,,,,,,,,,,,,,,,,,0,голомо <sup>эвенк</sup>,,шалаш,506,adj,,,,,
,,,,,,,,,,,,,,,,,,,,,0,,кутаа <sup>рус</sup>,костёр,522,n,природа,,кутааны отун,разожги костёр,
,,,,,,,,,,,,,,,,,,,,,50,отуу,отуу,"костёр (һакалыы)
шалаш (сахалыы)",522,n,дом,,,,
,,,,,,,,,,,,,,,,,,,,,0,буор голомо <sup>эвенк</sup>,буор дьиэ,землянка,522,n.cmp,дом,,,,
,,,,,,,,,,,,,,,,,,1,20,21,95,биһилэк,биһилэх,кольцо,523,n,,,,,
,,,,,,,,,,,,,,,,,,,,,100,иир,иир,"беситься, сходить с ума",524,v,,иирбит кырса,иирбит кырса,бешеный песец,
,,,,,,,,,,,,,,,,,,,,,100,иирт,иирт,"сбивать с толку, сводить с ума",524,v,,иргэтин иирдимэ,төбөтүн иирдимэ,не морочь ему голову,
,,,,,,,,,,,,,,,,,,,,,100,быт,быт,вошь,525,n,животные,,,,
,,,,,,,,,,,,,,,1,,,,16,18,89,кантай,хантай,"поднимать, задирать голову",526,v,,ыттар ый диэк кантайан бараан улуйаллар,ыттар ый диэки хантайан бараан улуйаллар,собаки поднимают голову к луне и воют,
,,,,,,,,,,,,,,,1,,,,16,18,89,кантас гын,хантас гын,запрокинуть голову,526,v.cmp,,каллаан диэк кантас гынна,халлаан диэки хантас гынна,он запрокинул голову к небу,
,,,,,,,,,,,,,,,,,,,,,0,күнүүкээн <sup>эвенк</sup>,,птенец,529,n,животные,күнүүкээн уйаттан түстэ,,птенец выпал из гнезда,
,,,,,,,,,,,,,,,,,,,,,100,эрдэ,эрдэ,рано,530,adv,,үөрү һарсиэрда эрдэ эгэл,үөрү сарсыарда эрдэ аҕал!,пригони стадо утром рано,
,,,,,,,,,,,,,,,,,,,,,0,,ымыы,"амулет, талисман",531,n,духовная культура,,куһаҕан тыыны куттуур улахан ымыы,"амулет, отпугивающий злых духов",
,,,,,,,,,,,,,,,,,,,,,50,"кут <sup>Тюрк, Тунг</sup>",,"амулет, талисман",531,n,духовная культура,бу кут минигин карыстыыр,,этот амулет меня охраняет,
,,,,,,,,,,,,,,,,,,,,,100,"кут <sup>Тюрк, Тунг</sup>","кут <sup>Тюрк, Тунг</sup>",душа,531,n,духовная культура,,,,
,,,,,,,,,,,,,,,,,,,,,100,кут,кут,"1. лить, наливать 
2. сыпать, насыпать",532,v,,үүтү һитэри кут,үүтү cитэри кут,долей молока,
,,,,,,,,,,,,,,,,1,,,17,18,94,һитэри,ситэри,"до конца, полностью",533,adv,,маӈнай улэгин һитэри улэлээ,бастаан улэҕин ситэри улэлээ,"не бойся, рассказывай до конца",
,,,,,,,,,,,,,,,1,,,,10,12,83,кайа,хайа,гора,534,n,природа,таас кайа,таас хайа,скала,
,,,,,1,,,,,,,,,,,,1,,12,15,80,көксү,көҕүс,спина,535,n,организм,гинилэргэ көксүтүнэн турар,кинилэргэ көхсүтүнэн турар,он к ним стоит спиной,
,,,,,,,,,,,,,,,,,,,,,0,,томтор,"холм, бугор, пригорок",534,n,природа,,,,
,,,,,,,,,,,1,,,,,,,,17,18,94,кулуку <sup>Монг</sup>,кулугу <sup>Монг</sup>,сера,536,n,природа,кулгаак кулукута,кулгаах кулугута,ушная сера,
,,,,,,,,,,,,,,,,,,,,,100,ыстаа,ыстаа,жевать,538,v,,ат оту ыстыыр,ат оту ыстыыр,лошадь жуёт сено,
,,,,,,,,,,,,,,,,,,,,,100,от,от,"трава, сено",539,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,100,бэлэнньик,бэлэнньик,"обшлаг, манжет",485,n,одежда,һон бэлэнньиги ойуулыыбыт,сон бэлэнньиҕи оһуордыыбыт,обшлаг шубы украшен узором,
,,,,,,,,,,,,,,,,,,,,,100,"билэ <sup>Тунг, Монг, Тюрк</sup>","билэ <sup>Тунг, Монг, Тюрк</sup>","оторочка, обшивка; манжет; бисерный узор по краю голенища",485,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,богууска <sup>эвенк</sup>,,"оторочка, обшивка; манжет; бисерный узор по краю голенища",485,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,болок <sup>рус</sup>,,"балок (традиционное долганское жилище на полозьях, покрытое шкурами оленя)",540,n,дом,,,,
,,,,,,,,,,,,,,,,,,,,,100,бул,бул,находить,541,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,бултаа,бултаа,"добывать, охотиться",541,v,охота,,,,
,,,,,,,,,,,,,,,,,,,,,100,кум гын,кум гын,вздремнуть,542,v.cmp,,,,,
,,,,,,,,,,,,,,,,,,,,,100,дьиксин,дьиксин,"настораживаться, опасаться",543,v,,ону көрөн дьиксиннэ,ону көрөн дьиксиннэ,"увидев это, он насторожился",
,,,,,,,,,,,,,,,1,,,,13,15,87,канна,ханна,"где, куда",544,pron,,тээтэӈ каннаный?,аҕаҥ ханна баарый?,где твой отец,
,,,,,,,,,,,,,,,1,,,,13,15,87,канан,ханан,каким путём,544,pron,,канан барабыт?,ханан барабыт?,каким путём пойдём?,
,,,,,,,,,,,,,,,1,,,,13,15,87,катыӈ,хатыҥ,берёза,545,n,растения,катыӈ алаӈаа,катыҥ алаҥаа,берёзовый лук,
,,,,,,,,,,,,,,,1,,,,16,18,89,кайагас,хайаҕас,"дыра, дырка, щель, отверстие",546,n,,кайагаһынан түһэн каалбыт,хайаҕаһынан түһэн хаалбыт,он провалился в дырку,
,,,,,,,,,,,,,,,1,,,,7,9,78,каал,хаал,остаться,547,v,,,,,
,,,,,,,,,,,,,,,1,,,,16,18,89,каалсыс,хаалсыс,отстать,547,v,,каалсыбакка,,,
,,,,,,,,,,,,,,,,,,,,,0,ыпыы,,узкоглазый,548,adj,организм,,,,
,,,,,,,,,,,,,,,,,,,,,0,ыпый,,"сужать глаза, жмуриться",548,v,организм,того ыпыйагын?,,чего ты глаза сузил?,
,,,,,1,,,,,,,,,,,,,,15,24,63,былча,былчаҕар,"большеглазый, пучеглазый",548,adj,организм,,,,
,,,,,,,,,,,,,,,,,,,,,100,былчай,былчай,"выпучивать, таращить, выкатывать глаза",548,v,организм,,,,
,,,,,,,,,,,,,,,,,,,,,100,былчаччы,былчаччы,"выпучив, вытаращив, выкатив глаза",548,adv,организм,карактарын былчаччы көрөн туран турбут,харахтарын былчаччы көрөн туран турбут,он стоял вытаращив глаза,
,,,,,,,,,,,,,,,,1,,,8,9,89,һим,сим,"закрывать глаза, жмуриться",548,v,организм,карагын һимэн утуйан каалла,хараҕын симэн утуйан хаалла,он закрыл глаза и уснул,
,1,,,,,,,,,,,,,,,,,,11,12,92,оӈуор,уҥуор,на противоположной стороне,549,post,послелог,,,,
,,,,,1,,,,,,,,,,,,,,8,15,53,пүүлэ <sup>рус</sup>,буулдьа <sup>рус</sup>,пуля,550,n,охота,гинилэрипүүлэтэ һуок өлөрөллөр,кинилэри буулдьата суох өлөрөллөр,их убили без единого выстрела,
,,,,,,,,,,,,,,,,,,,,,0,буол,,"иметь месячные, менструацию",551,v,организм,"буоллум
буола һылдьабын
буолан бүттүм",,"у меня началась менструация
у меня менструация
у меня закончилась менструация",
,,,,,,,,,,,,,,,,,,,,,0,,ыйдаак,"месячные, менструация",551,n,организм,,"ыйдааҕым кэллэ
ыйдааҕым кэлэ сылдьар
ыйдааҕым бүттэ","у меня наступили месячные
у меня идут месячные
у меня закончились месячные",
,,,,,,,,,,,,,,,,,,,,,100,ый,ый,"1. луна, месяц
2. месяц (часть года)",551,n,природа,ыйы быһа ыарыйдым,ыйы быһа ыарыйдым,я весь месяц проболел,
,,,,,,,,,,,,,,,,,,,,,0,ыйдыӈа,"толору ый
тэргэн ый",полная луна,551,n,природа,ыйдыӈа буоллагына ыттар улуйаллар,толору ый буоллаҕына ыттар улуйаллар,"когда наступает полнолуние, собаки воют",
,,,,,,,,,,,,,,,,,,,,,0,,тэргэн <sup>Монг</sup>,"1. большой, крупный
2. пушка",552,adj,физические качества,,тэргэн тиит,большое дерево,
,,,,,,,,,,,,,,,,,,,,,0,,ыйдаҥа,озарённый луной,551,adj,природа,,ыйдаҥа суол,"дорога, озарённая луной",
,,,,,,,,,,,,,,,,,,,14,15,93,ыйдаак,ыйдаах,лунный,551,adj,природа,ыйдаак түүн,ыйдаах түүн,лунная ночь,
,,,,,,,,,,,,,,,,,,,,,100,ыарый,ыарый,болеть,553,v,организм,һүүрдээк ыалдьабын,күүскэ ыалдьабын,я сильно болею,
,,,,,,,,,,,,,,,,,,,11,21,52,ыарыы,ыарыһах,больной,553,n,организм,эмчит күӈӈэ һүүрбэ ыарыы киһини көрөр,быраас күҥҥэ сүүрбэ ыарыһаҕы көрөр,врач принимает двадцать больных в день,1
,,,,,,,,,,,,,,,,,,,,,100,ыарыы,ыарыы,"боль, болезнь, заболевание",553,n,организм,ыарыытын кыһаммакка үлэлиир,ыарыытыгар кыһаммакка үлэлиир,он работает несмотря на боль,
,,,,,r,,,,,,,,,,,,,,13,21,62,күсээйин <sup>рус</sup>,хаһаайын <sup>рус</sup>,хозяин,554,n,отношения,аны күсээйин буолан бүттүгүт,билигин хаһаайын буолан бүттүгүт,пришёл конец вашему хозяйничанию,
,,,,,,,,,,,,,,,,,,,14,15,93,пылаат <sup>рус</sup>,былаат <sup>рус</sup>,платок,555,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,17,21,81,пырыһыан <sup>рус</sup>,бириһиэн <sup>рус</sup>,брезент,556,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,пэбэрээӈкэ <sup>рус</sup>,,"поварёшка, половник",557,n,посуда,,,,
,,,,,,,,,,,,,,,,,,,,,0,,хамыйах,"деревянный черпак, поварёшка",557,n,посуда,,хамыйаҕы ылан күөһүн булкуйда,он взял деревянную поварёшку и помешал бульон,
,,,,,,,,,,,,,,,,,,,,,0,пууксы <sup>рус < фин < норв</sup>,,тёплые штаны,558,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,0,морко,,вытянутый (о лице),559,n,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,0,моркой,,делать вытянутое лицо,559,v,физические качества,того моркоӈнуу олорогун,,почему ты сидишь с таким вытянутым лицом?,
,,,,,,,,,,,,,,,,,,,,,0,,эллэс,"добиваться, справляться",560,v,,,үлэтигэр эллэһэр,он справляется с работой,
,,,,,,,,,,,,,,,,,,,,,0,эллэстин,,пускай,560,ptcl,частица,"эллэстин, кыһаллыбаппын",,"пускай, меня не волнует",
,,,,,,,,,,,,,,,,,,,7,12,59,чөл,чулуу,"лучший, самый хороший",561,adj,физические качества,чөл огуруо,чулуу оҕуруо,отборный бисер,
,,,,,,,,,,,,,,,,,,,,,0,чөлөкө,чөлөкө,"непарный, без пары (һакалыы)
чрезмерно вытянутый (сахалыы)",562,adj,,чөлөкө ытырга каалбыт,уол чөлөкө буолбут,"осталась непарная серьга (һакалыы)
мальчик вытянулся в росте (сахалыы)",
,,,,,,,,,,,,,,,,,,,,,0,чээӈгэй <sup>эвенк</sup>,,"палка, которую привязывают на шею оленя, чтобы он не убежал",563,n,оленеводство,таба муойугар чээӈгэй ыйанан турар,,"у оленя на шее весит палка, чтобы он не убежал",
,,,,,,,,,,,,,,,,,,,,,0,коруоба <sup>рус</sup>,,корова,564,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,,ынах,корова,564,n,животные,,ынаҕын ыары эрдэ турар,"она встает рано, чтобы подоить корову",
,,,,,1,,,,,,,,,,,,,,6,9,67,ыак,ыа,доить,564,v,животные,,,,
,,,,,1,,,,,,,,,,,,,,13,24,55,ыагыыһыт,ыанньыксыт,доярка,564,n,животные,,,,1
,,,,,,,,,,,,,,,,,,,,,0,,ыанньык,дойная корова,564,n,животные,,үс ынахтан биирэ эрэ ыанньык,из трёх коров только одна дойная,
,,,,,,,,,,,,,,,,,,,11,15,73,луоску <sup>рус</sup>,ньуоска <sup>рус</sup>,ложка,565,n,посуда,,,,
,,,,,,,,,,,,,,,,,,,,,100,тыы,тыы,"ветка, лодка-долблёнка",566,n,рыбалка,тыыннан кытылынан һырыппыпыт,тыынан кытыл устун сырыппыпыт,мы пыли на ветке вдоль берега,
,,,,,,,,,,,,,,,,,,,14,15,93,луотка <sup>рус</sup>,луокка <sup>рус</sup>,лодка,566,n,рыбалка,,,,
,,,,,,,,,,,,,,,,,,,,,0,,"оҥочо <sup>эвенк, Монг</sup>",лодка,566,n,рыбалка,,алта мастаах оҥочонон усталлар,они плывут на шестиместной лодке,
,,,,,,,,,,,,,,,,,,,,,100,тымныы,тымныы,"холод, мороз",567,n,природа,тымныылар буоллулар,тымныылар буоллулар,холода наступили,
,,,,,,,,,,,,,,,,,,,,,100,тымный,тымный,"1. холодать
2. простудиться",567,v,природа,"һотору тымныйыага
бэргэһэтэ һуок һырыттаккына тымныйыаӈ","сотору тымныйыа
бэргэһэтэ суох сырыттаххына тымныйыаҥ","скоро похолодает
если будешь ходить без шапки, простудишься",
,,,,,,,,,,,,,,,,,,,,,100,кэтээ,кэтээ,"охранять, следить, дежурить, караулить, стеречь, пасти",568,v,оленеводство,табаһыттар үөрү кэтииллэр,табаһыттар үөрү кэтииллэр,оленеводы стерегут оленей,
,,,,,,,,,,,,,,,,,,,,,100,буол,буол,"1. быть, становиться, делаться, наступать
2. выражает регулярность действия",569,v,,"бүгүн мунньак буолар
инньэ каатын һабар буол","бүгүн мунньах буолар
инньэлиҕи сабар буол	","сегодня будет собрание
держи всегда игольницу закрытой",
,,,,,,,,,,,,,,,,,,,14,15,93,огуруо,оҕуруо,"бисер, бисерина",570,n,,огуруоннан тигиллибит таӈас боскуой,оҕуруонан тигиллибит таҥас кэрэ,"одежда, расшитая бисером, красивая",
,,,,,,,,,,,,,,,,,,,,,0,мунчуука <sup>эвенк</sup>,,бусина,570,n,,улакан огуруо мунчуука талы,,крупный бисер размером с бусины,
,1,,,,,,,,,,,,,,1,,,,22,27,81,калтыркай,халтархай,скользкий,571,adj,,,,,
,1,,,,,,,,,,,,,,1,,,,21,24,88,калтырый,халтарый,поскользнуться,571,v,,бууска калтарыйан түстүм,мууска халтарыйан оҕунна,он поскользнулся на льду и упал,
,,,,,,,,,,,,,,,1,,,,13,15,87,калый,халый,"кататься, катиться",571,v,,кайаттан калыйа турар,хайаттан халыйа турар,он катится с горы,
,,,,,,,,,,,,,,,,,,,,,100,төттөрү,төттөрү,обратно,572,adv,наречие,һирбитигэр төттөрү кэлбиппит,сирбитигэр төттөрү кэлбиппит,мы вернулись обратно на свою землю,
,,,,,,,,,,,,,,,,,,,,,100,утурук,утурук,"пукание, газы",573,n,организм,утурук һытын ыллым,утурук сытын биллим,я унюхал пук,
,,,,,,,,,,,,,,,,,,,,,100,утуруктаа,утуруктаа,"пукать, выпускать газы",573,v,организм,киһи баарыгар утуруктуокпун һаатабын,дьон баарыгар утуруктуохпун саатабын,я стесняюсь пукать при людях,
,,,,,,,,,,,,,,,1,,,,10,12,83,котуо,хотуо,"рвотная масса, блевотина",574,n,организм,котуом кэллэ,хотуом кэллэ,у меня рвотные позывы,
,,,,,,,,,,,,,,,1,,,,16,18,89,котуолаа,хотуолаа,"рвать, блевать",574,v,организм,котуолаан бүппэт,хотуолаан бүппэт,он не перестаёт блевать,
,,,,,1,,,,,,,,,,1,,,,13,27,48,котуолуур,хотуолааһын,рвота (процесс),574,n,организм,ыаракан котуолууртан һылайда,ыарахан хотуолааһынтан сылайда,он устал от рвоты,
,,1,,,,,,,,,,,,,,,,,15,21,71,локсуй,өлөхсүй,тошнить,575,v,организм,һүрэгим локсуйар,сүрэҕим өлөхсүйэр,меня тошнит,
,,,,,,,,,,,,,,,,,,,,,0,,аҕынньы,"стойкость к дурному вкусу, запаху, тошноте",575,n,,,аҕынньым төллөр,меня тошнит,
,,,,,,,,,,,,,,,,,,,,,0,,оһоҕостоох,беременная,284,adj,организм,,оһоҕостоох дьахтарга ыраханы көтөҕөр сатаммат,беременной женщине нельзя поднимать тяжёлое,
,,,,,,,,,,,,,,,,,1,,17,18,94,аһагас,аһаҕас,открытый,576,adj,,ааны аһагас кээс,ааны аһаҕас кэбис,оставь дверь открытой,
,,,,,,,,,,,,,,,,1,,,14,15,93,һатан,сатан,"удаваться, быть возможным",577,v,,туок да һатаммат,туох да сатаммат,ничего не получается,
,,,,,,,,,,,,,,,,1,,,14,15,93,һатаа,сатаа,"1. уметь, мочь 
2. стараться, пытаться",577,v,,"эт һатаан буһарбаппын
билбэккэ атын киһилэртэн ыйыта һатыыллар","эт сатаан буһарбаппын
билбэккэ атын дьонтон ыйыта сатыыллар","я не умею готовить мясо
не зная сами, они пытаются спросить у других людей",
,,,,,,,,,,,,,,,,,,,,,100,кыай,кыай,"смочь, справиться, победить",577,v,,улакана бэрт буолан кыайан баппат,улахана бэрт буолан кыайан баппат,"он слишком большой, чтобы поместиться",
,,,,,,,,,,,,,,,,,,,8,9,89,кыак,кыах,мощь,577,n,,кыага һуок киһи тийиммэт,кыаҕа суох киһи тиийиммэт,немощный человек не обеспечивает себя,
,,,,,,,,,,,,,,,,,,,,,0,һэӈтэ <sup>эвенк</sup>,,бородавка,578,n,организм,һэӈтэбин туура тарттым,,я выдернула свою бородавку,
,,,,,,,,,,,,,,,,,,,,,0,,үөн,бородавка,578,n,организм,,,,
,1,,,,,,,,,,,,,,,,,,11,12,92,орун,орон,"кровать, постель",579,n,,"оруну оӈор
оруну тэлгээ",орон оҥор,постели постель,
,,,,,,,,,,,,,,,,,,,,,100,күөмэй,күөмэй,голос,580,n,,күөмэйим бүппүт,күөмэйим бүппүт,у меня сел голос,
,,,,,,,,,,,,,,,,,,,,,50,,күөмэй,"горло, гортань, глотка",580,n,,,,,
,1,,,,,,,,,,,,,,1,,1,,17,21,81,кабырга,хабарҕа,"горло, гортань, глотка",580,n,организм,бөрө таба кабыргатын тырыта тыытта,бөрө таба хабарҕатын тырыта тыытта,волк разодрал глотку оленю,
,,,,,,,,,,,,,,,,,,,,,0,,тамах,"вход из полости рта в глотку, зев",580,n,организм,,тамахпын илитиэхпин баҕарабын,я хочу смочить горло,
,,,,,,,,,,,,,,,,1,,,16,18,89,һаарбак,саарбах,маловероятный,581,adj,модальность,һоготок һатаан айанныыра һаарбак,соҕотох сатаан айанныыра саарбах,"маловероятно, что он сможет путешествовать в одиночку",
,,,,,,,,,,,,,,,,1,,,8,9,89,һил,сил,"слюна, плевок",585,n,организм,,,,
,,,,,,,,,,,,,,,,1,,,11,12,92,һилии,силии,костный мозг,582,n,организм,,,,
,,,,,,,,,,,,,,,,1,,,11,12,92,һилим,силим,клей,583,n,,һилими баһагынан кыһыйан ылбыта,силими быһаҕынан кыһыйан ылбыта,он отскрёб клей ножом,
,,,,,,,,,,,,,,,,1,,,11,12,92,һилис,силис,корень,586,n,растения,,,,
,,,,,,,,,,,,,,,,1,,,17,18,94,һилимнээ,силимнээ,"заклеивать, клеить",583,v,,,,,
,,,,,,,,,,,,,,,,,,,,,0,ипсэри,,намертво,584,adv,,ипсэри һыстыбыт,,он намертво прилип,
,,,,,,,,,,,,,,,,1,,,14,15,93,һыраан,сыраан,"1. слюна
2. рыбья слизнь",585,n,организм,,,,
,,,,,,,,,,,,,,,,,,,,,0,баргаан,хомус,"варган, щипковый инструмент",587,n,,,,,
,,,,,,,,,,,,,,,,,,,,,0,баргааннаа,хомустаа,играть на варгане,587,v,,,хомустуон баҕарар оҕо эбиллэн иһэр,все больше и больше детей хотят играть на варгане,
,,,,,,,,,,,,,,,,,,,,,0,кыспыт,тоҥкоон,"строганина, строганая рыба",588,n,еда,кыспыт һиэбэтэгим ыраатта,тоҥкоон сиэбэтэҕим ыраатта,я давно не ела строганины,
,,,,,,,,,,,,,,,,,,,,,100,кыс,кыс,строгать ножом,588,v,,һытыы баһагынан талагы кыспыта,сытыы быһаҕынан талаҕы кыспыта,он обстрогал ветку острым ножом,
,,,,,,,,,,,,,,,,1,,,15,21,71,һибиэти <sup>рус</sup>,сибэкки <sup>рус</sup>,цветок,589,n,растения,һибиэти куурда,сибэкки куурда,,
,,,,,,,,,,,,,,,,,,,,,0,кума <sup>эвенк</sup>,,плотная ткань для покрытия и перевязывания груза на нарте,590,n,,һырга үрдүтүгэр һытар кума иһигэр балыгы һуулуубут онтон өтүүлүүбүт,,мы заворачиваем рыбу в растеленный на нарте брезент и перевязываем его,
,,,,,,,,,,,,,,,,1,,,14,15,93,һүүрүк,сүүрүк,"течение, поток",591,n,природа,талак һүүрүк коту устар,талах сүүрүк хоту устар,ветка плывёт по течению,
,,,,,,,,,,,,,,,,,,,,,0,,сүүрээн,"течение, поток",591,n,природа,,сүүрээни утары харбыыр,он плывёт против течения,
,,,,,,,,,,,,,,,,,,,7,15,47,һүүрүк,үрүйэ,ручей,591,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,0,өтүӈэк,,"прогонная жердь, шест для подлёдного лова сетями",592,n,рыбалка,илим уһуна бүттэгинэ өтүӈэк токтоон каалар,,,
,,,,,,,,,,,,,,,,,,,,,0,,үтүмэх,"прогонная жердь, шест для подлёдного лова сетями",592,n,рыбалка,,илим уһуна бүттэҕинэ үтүмэх тохтоон хаалар,"когда сеть расправляется, шест останавливается",
,,,1,,,,,,,,,,,,,,,,14,15,93,тийин,тиийин,не испытывать нехватку,593,v,,тийинэр киһини көрдүүбүн,тиийинэр киһини көрдүүбүн,"я ищу человека, который может себя обеспечить",
,,,,,,,,,,,,,,,,,,,8,9,89,тий,тиий,"1. добираться, доезжать, достигать
2. доставать, дотяшиваться
3. хватать, быть достаточным ",594,v,,"кыыһы дьиэтигэр тийэ атаардым 
тылынан тийэ һатаата
көтөгүүгэ тийэр","кыыһы дьиэтигэр тиийэ атаардым 
тылынан тиийэ сатаата
килиэпкэ тиийэр","я проводил девушку до её дома
он пытался достать языком
на хлеб хватает",
,,,,,,,,,,,,,,,,,,,12,15,80,мууӈка,муҥха,невод,595,n,рыбалка,балыкчыттар мууӈкаларын комуйдулар,балыксыттар муҥхаларын хомуйдулар,рыбаки собрали свои неводы,
,,,,,,,,,,,,,,,,,,,,,100,илим,илим,сеть,596,n,рыбалка,"балыктыыллар, илим үттэллэр",,,
,,,,,,,,,,,,,,,,,,,18,21,86,мууӈкалаа,муҥхалаа,"неводить, ловить рыбу неводом",595,v,рыбалка,,,,
,,,,,,,,,,,,,,,,,,,21,24,88,мууӈкаһыт,муҥхаһыт,"рыбак, который ловит рыбу неводом",595,n,рыбалка,мууӈкаһыттар балыктыыр олокторугар тийбиттэр,муҥхаһыттар балыктыыр олохторугар тиийбиттэр,рыбаки неводом добрались до рыбацкой точки,
,,,,,,,,,,,,,,,,,,,,,0,,боротуоха <sup>рус</sup>,протока,596,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,0,биискэ,,протока,596,n,природа,балыкчыттар биискэлэрин көрүнэ эрдэ һарсиэрда каалбыттара,,рыбаки поплыли проверить протоки рано утром,
,,,,,,,,,,,,,,,,,,,,,0,,нэһилиэк,"1. наслег, якутский посёлок; традиционная административно-территориальная единица, объединяющая несколько населённых пунктов
2. жители наслега",597,n,общество,,өрүс үрдүгэр олорор нэһилиэктэр таһаҕастарын уу суолунан таһаллар,"жители наслегов, находящихся на реке, перевозят свои товары по воде",
,,,,,,,,,,,,,,,,,,,,,0,,халтаһа,веко,598,n,организм,,"халтаһалара ыараатар-ыараан, харахтара сабыллан бараллар","его веки становятся все тяжелее и тяжелее, а глаза закрываются",
,,,,,,,,,,,,,,,,,,,17,18,94,чокчос гын,чохчос гын,присесть на корточки,599,v,,ортотугар тийэн чокчос гыммыт,ортотугар тиийэн чокчос гыммыт,"дойдя до середины, он присел на корточки",
,,,,,,,,,,,,,,,,,,,17,18,94,чокчой,чохчой,сидеть на корточках,599,v,,чокчойон олорон ыт оготун имэрийда,чохчойон олорон ыт оҕотун имэрийда,"сев на корточках, он погладил щенка",
